RespondentID,newid,collectorid,location,date,nbr_relation,sense_commun,safe_violence,safe_covid,food_enough,food_access,food_variety,food_afford,food_worry,covid_info_satis,covid_brief_satis,maint_suite,maint_suite_txt,maint_common,maint_common_txt,maint_amenity,maint_amenity_txt,maint_exterior,maint_exterior_txt,maint_security,maint_security_txt,maint_landscape,maint_landscape_txt,maint_other,maint_other_txt,house_stable,house_stable_txt,apprch_bside,comm_email,comm_email_adj,comm_phone,comm_phone_adj,comm_note,comm_note_adj,comm_board,comm_board_adj,comm_mail,comm_mail_adj,comm_meet,comm_meet_adj,comm_news,comm_news_adj,comm_reg,comm_news_satisf,depm_admin,depm_oper,depm_account,depm_comdev,depm_res,depm_improve_txt,food_access_last_12,food_worry_last_12,food_health_last_12,food_few_last_12,food_skip_last_12,food_less_last_12,food_empty_last_12,food_hunger_last_12,food_day_last_12,hlth_phys,hlth_mental,hlth_happy,support_medication,support_clean,support_maintenance,support_personal,support_meal,support_grocery,support_na,support_other,support_other_txt,hlth_well,htlh_well_txt,home_dnurse,nome_wnurse,home_outreach,home_food,home_clean,home_none,home_na,home_other,home_other_txt,prgm_garden,prgm_bbq,prgm_party,prgm_fair,prgm_social,prgm_clinic,prgm_none,prgm_na,prgm_other,prgm_other_txt,event_forward,event_inclu,event_easy,event_nbr,event_conv,event_contr,event_connect,event_new,event_satis_yr,event_res_effort,impr_safe,impr_comm_nbr,impr_comm_bside,impr_social,impr_support,impr_none,impr_na,impr_other,impr_other_txt,time_nbr,time_nbr_txt,nbr_relation_better,nbr_relation_priv,nbr_relation_enough,nbr_relation_friend,nbr_relation_notime,nbr_relation_ufr,nbr_relation_not,nbr_relation_na,nbr_relation_other,nbr_relation_other_txt,chat_often,chat_mysuite,chat_nbrsuite,chat_common,chat_garden,chat_city,chat_na,chat_other,chat_other_txt,num_close_friends,ask_borrow,ask_sick,ask_away,ask_child,ask_event,ask_help,ask_none,ask_na,ask_other,ask_other_txt,unsafe_area,unsafe_area_yes,rlns_care,rlns_close,rlns_lonely,rlns_welcome,rlns_space,rlns_conflict,rlns_safe,rlns_safe_obj,age,gender,gender_other_desc,sex,sex_other_desc,household,household_num,num_child,lang_eng,lang_fr,lang_canto,lang_mando,lang_span,lang_rus,lang_viet,lang_hindi,lang_punj,lang_tag,lang_na,lang_other,lang_other_txt,ethn_white,ethn_chn,ethn_sa,ethn_blk,ethn_ph,ethn_la,ethn_sea,ethn_arab,ethn_wa,ethn_jp,ethn_kr,ethn_indig,ethn_na,ethn_other,ethn_other_txt,id_senior,id_ya,id_indig,id_dis,id_substance,id_addict,id_mentalhealth,id_flee_viol,id_vet,id_lgbtq,id_racialized,id_recent_Imm,id_homeless,id_na,rln_status,rln_status_other,rln_support,rln_support_other,work_paid,work_vol,walk_aid,walk_aid_cane,walk_aid_walk,walk_aid_crutch,walk_aid_wlchair,walk_aid_scooter,walk_aid_na,walk_aid_other,walk_aid_other_txt,educ_level,educ_level_other,imm_status,imm_year,bside_dur,bside_pre,bside_pre_other,bside_pre_muni,bside_pre_muni_other,surv_feedback,surv_who,surv_who_other,surv_hear,surv_hear_other
1.10005E+11,5220807,270167566,LIONS VIEW BLDG I,8/31/2020 20:17,2,2,2,2,1,1,1,1,1,1,2,1,Get carpets clean,,,,,,,,,,,1,Have more washing machines,2,,3,,,3,0,3,0,3,0,,,,,3,0,,2,0,0,0,0,0,,1,2,2,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,,,,2,,,,,,,,,1,homemakers,,1,1,,1,,,,,,4,,4,4,,,,4,2,2,,1,,,,,,,,1,,3,1,,,,,,,,,2,,,1,,,,,,4,1,1,,,,1,,,,,1,,3,,,,,,,,9,1,,,,1,,1,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,1, , , , , , , , , , , , , ,1,,,,3,3,1,1,1,,,,,,,3,,0,1990,4,3,,1,,,1,,2,
1.10005E+11,5220870,270167566,LIONS VIEW BLDG I,8/31/2020 20:27,2,3,2,3,1,1,1,1,1,2,2,,,,,1,Give our amenity rooms back Lions View 1,,,,,,,,,2,,1,2,1,3,0,3,0,,,,,3,0,3,0,1,2,3,4,3,2,1,In the case of Lionsview 1 you need to return our amenity rooms for our use Changing the locks contravenes The Residential Tenancy Act,1,2,2,2,2,2,2,2,2,4,2,2,,1,1,,,,,1,I can not imagine at the age 77 using a wheelchair one bum leg and poor balance that you could reasonably expect me to climb a ladder and change my light bulbs!Do you?,,,,,,,1,,,1,Weekly healthcare worker,1,1,,1,1,1,,,1,No wheelchair service to events,,1,1,4,,,4,4,3,2,,,1,,,,,,,1,,3,,1,,,,,,,,1,1,,1,,,,1,cemented area at top of staino?,4,1,,1,,,1,,,,,1,,4,5,3,5,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,2,
1.10005E+11,5220921,270167566,LIONS VIEW BLDG I,8/31/2020 20:50,2,2,2,2,1,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,,3,,,,,4,0,,,,,,,,,1,1,3,4,5,5,,,1,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,,,,,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,4,4,,,,,,1,,,,1,,2,,,,,1,,,,,5,,,,,,,,,1,,1,,,,,,,,,1,,4,4,4,4,4,4,4,4,8,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,, , , ,1, , , , , , , ,1, , ,1,,0,No,3,3,1,,,,,1,,,,3,,0,Refugee 2016,2,1,,1,,,,,,
1.10005E+11,5220947,270167566,LIONS VIEW BLDG I,8/31/2020 21:00,2,2,2,2,1,1,1,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,4,,2,,,,,4,0,,,,,,,,,1,1,5,5,5,5,5,,1,2,2,2,2,2,2,2,2,1,1,3,1,1,1,1,1,1,,,,1,,,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,3,3,1,,,,,,,,,1,,1,,,,,,,,,,4,,,,1,,,,,2,,1,,,1,,,,,,1,,3,3,3,3,3,3,3,3,7,2,,1,,1,,1,1,,,,,,,,,,,1,Arabic,,,,,,,,1,,,,,,,, , , ,1, , , , , , , ,1, , ,3,,0,My brother,4,3,2,,,,,,,,,2,,0,Refugee-2016,2,1,,1,,,0,My brother,2,
1.10005E+11,5220993,270167566,LIONS VIEW BLDG I,8/31/2020 21:15,2,2,2,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,5,5,,1,2,2,2,2,2,2,2,2,2,1,2,1,,,,,1,,,,1,,,,,,,1,,,,1,,,,,,,,,,5,4,5,4,5,3,4,4,1,2,1,1,1,1,,,,,,2,,1,,,,,,,,,,1,,,1,1,,,,,4,1,,1,,1,,,,,,1,,4,0,2,5,5,0,5,5,8,2,,1,,1,,1,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,
1.10005E+11,5221039,270167564,COLLINGWOOD TOWER,8/31/2020 21:30,1,1,1,1,3,2,3,2,3,2,2,2,,2,,1,Ground floor side windows open all night creating risk of arson-Some tenants leave,2,,1,Amenity rooms Races consistently ignored Guests should only be open 8 am to 4:30 pm,2,,,,2,,2,1,1,3,0,3,0,3,0,3,0,2,1,3,0,2,2,5,5,5,0,0,,3,,1,1,,,,,,4,4,3,,,1,,,,,1,Changing light bulbs,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,2,1,,,,,,,,,6,,,,,,1,,,2,,,,,,,1,,,,0,amenity room-people do not wear masks or gloves and it is frequented by too many outsiders,0,0,0,3,0,0,3,3,8,2,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1, , ,1, , , , ,1, , , , , ,1,,4,,3,3,1,1,,,,,,,,7,,1,,3,5,,0,Burnaby,,1,,2,
1.10005E+11,5221072,270167564,COLLINGWOOD TOWER,8/31/2020 21:42,1,1,2,2,2,1,2,3,1,2,3,2,,2,,2,,2,,2,,2,,2,,2,,1,1,1,3,0,3,0,3,0,3,0,1,1,3,0,2,3,5,5,5,5,5,,3,2,2,1,1,2,1,2,2,4,3,3,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,2,,,,,,1,,,,1,,2,1,,,,,,,,,2,,,1,,,,,,2,1,,1,,,,,,,,1,,3,3,3,4,4,2,4,4,7,2,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , ,1, ,1,,2,,2,3,2,,,,,,,,,3,,1,,2,7,,1,,,1,,2,
1.10005E+11,5221089,270167564,COLLINGWOOD TOWER,8/31/2020 21:49,2,2,2,2,1,2,2,2,2,2,3,2,,2,,2,,2,,2,,2,,2,,2,,1,1,1,2,1,3,0,3,0,3,0,2,1,2,1,2,3,5,5,5,5,5,,2,2,1,2,2,2,2,2,2,4,4,3,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,2,3,,,,,,1,,,,1,,2,1,,,,,,,,,3,,,1,,,,,,2,,,,,,,1,,,,1,,3,3,2,3,3,3,3,3,9,1,,5,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,3,,4,,4,3,2,,,,,,,,,2,,0,1984,4,2,,1,,,1,,2,
1.10005E+11,5221113,270167564,COLLINGWOOD TOWER,8/31/2020 21:58,2,2,1,0,1,2,1,1,1,2,2,2,,1,Kill the flies in building entry,2,,2,,2,,2,,2,,2,,3,1,1,2,1,4,0,1,1,3,0,1,1,0,2,2,2,0,0,0,0,0,,1,2,2,2,2,2,2,2,2,4,2,2,,,,,,,1,,,2,,,,,,,1,,,,,,,,1,,,,,,3,3,4,4,4,4,3,4,2,2,1,,,,,,,,,0,-,1,,,,,,,,,,1,,,1,,,,,,2,,,,,1,1,,,1,Translate documents to Chinese,1,,3,3,2,2,0,0,4,3,9,1,,1,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,4,,1,,3,3,1,1,1,,,,,,,7,,0,1990,4,3,,1,,,0,My daughter,2,
1.10005E+11,5221144,270167564,COLLINGWOOD TOWER,8/31/2020 22:14,3,3,3,3,2,2,2,1,1,1,2,1,,2,,2,,2,,2,,2,,2,,1,,3,,,5,0,5,0,5,0,,,3,0,4,0,1,2,5,5,5,5,,,1,2,2,1,2,2,2,2,2,2,2,3,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,2,2,1,,,,,,,,,2,,1,,,,,,,,,,2,,,,,,1,,,4,,,,,,,,1,,,1,,3,3,2,2,3,3,4,4,8,1,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,, , , , , , , , , , , , , ,1,1,,1,,4,3,1,,,,,,1,,,3,,0,1994,3,2,,1,,,1,,2,
1.10005E+11,5221161,270167564,COLLINGWOOD TOWER,8/31/2020 22:20,2,2,1,1,1,1,1,1,1,3,3,2,,2,,2,,2,,2,,2,,2,More Catonese services,1,,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,3,0,0,0,0,0,,1,2,2,2,2,2,2,2,2,3,5,4,,,,,,,,1,Scared to be unable to live independently due to high risk of falling down,1,,,,,,,1,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,3,3,,,,,,,1,,,2,,3,,,,,,,1,,,6,,,,,,1,,,5,,,,,,,,1,,,0,People can climb over her room using ladders,0,0,4,0,0,0,2,2,9,1,,5,,1,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,, , , , , , , , , , , , , ,1,4,,2,,3,3,1,,1,,,,,,,7,,0,-,3,3,,1,,,0,family member,2,
1.10005E+11,5221171,270167567,LIONS VIEW BLDG II,8/31/2020 22:27,2,3,2,2,3,2,3,3,4,2,2,2,,2,,2,,2,,1,Front door left open sometimes,2,,,,3,,2,1,1,2,1,3,0,2,1,3,0,2,1,3,0,2,2,4,3,2,0,0,,3,1,2,1,1,1,1,1,1,3,3,4,,,,,,,1,,,1,,,,,,,1,,,,,1,,,,,,,,,4,3,4,4,,3,3,4,2,2,1,,,,,,,,,1,,2,1,,,,,,,,,2,,,,1,,,,,2,,,,,,,1,,,,1,,4,3,3,4,3,3,4,4,7,1,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,, , , , , , , , , , , , , ,1,1,,2,,3,3,2,,,,,,,,,7,,1,,2,7,,1,,,1,,2,
1.10005E+11,5221209,270167567,LIONS VIEW BLDG II,8/31/2020 22:33,2,2,2,2,1,1,1,1,1,2,2,,,,,,,,,2,,2,,,,2,,2,,,2,1,,,,,,,,,,,2,,5,5,5,5,5,,1,2,2,2,2,2,2,2,2,3,3,3,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,3,,,,,,1,,,,1,,1,,,,,,,,,,2,,,1,,,,,,2,,,1,,,,,,,,,,3,3,2,4,3,3,4,4,9,1,,1,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,3,,3,,3,3,2,,,,,,,,,2,,0,1968,2,1,,1,,,1,,2,
1.10005E+11,5221215,270167567,LIONS VIEW BLDG II,8/31/2020 23:00,3,2,2,2,1,3,2,1,1,2,1,2,,2,,2,,2,,2,,1,Contractors should be using electric equipment,1,Laundry facilities are expensive 3$ for one load wash/dry,2,,2,3,0,3,0,2,1,1,1,3,0,1,1,1,1,1,2,4,4,4,3,3,Email preferred over paper at the door Brightside does a good job of communicating and maintenance,1,2,2,2,2,2,2,2,2,4,2,3,,1,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,2,1,,1,,,,,,,,1,,4,2,2,3,4,3,4,4,8,2,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,3,,0,None,3,2,2,,,,,,,,,6,,1,,3,4,,1,,,1,,2,
1.10005E+11,5226138,270167563,COLEOPY PARK,9/1/2020 13:18,2,,,,3,3,5,3,3,1,1,2,,2,,2,,2,,1,Sometimes strangers walk in the hall Please secure the doors with the proper cameras,2,,2,,2,,1,3,0,5,0,5,0,1,1,1,1,1,1,1,1,1,1,1,5,0,0,0,The Brightside maintenance and service improve Then there is no more comments,3,3,1,1,1,3,3,3,3,3,4,3,,,,,,,1,,,0,At the present time I have to use only one of my hand My left had is in very pain,,,,,,1,,,,,,,,,,1,,1,I need help and support in this area however I did not receive any support and help regarding to gardening,,,,,,,,,1,1,,1,1,1,1,,,1,feeling safe in my building has not improved Because someone has the key when this person knows I am not at home try to enter my unit?,0,Sometimes go for walking or talking,1,,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,1,I asked to check my unit when I am away but they do not take responsibility,0,The doors lock and outdoors are open at night,4,3,3,4,2,2,4,3,6,1,,5,,1,,1,,,,,,,,,,,,1,Pashto,,,,,,,,,1,,,,,,, , , , , , , , , , , , , ,1,1,,4,,4,3,2,,,,,,,,,3,,0,-,2,2,,0,I lived at New Westminster in one large bedroom apartment I did not feel my rooms is small or with small space,Safety locker room to move some of my stuff to the locker,1,,1,
1.10005E+11,5226407,270167563,COLEOPY PARK,9/1/2020 13:43,2,2,2,2,5,4,5,3,1,4,3,,,,,1,Should be used more often,1,,1,,1,,1,,2,,2,3,0,3,0,,,,,,,,,,,2,2,,,,,,,1,3,3,3,3,3,3,3,3,3,4,3,,,1,,,,,,,1,,,,,,,,,1,Home care nurse,,,,,,,1,,,,,,,,,,,,3,3,,,1,,,1,,,,0,No activities in this building,3,,,,,,,,1,Most neighbours are from different nationality,4,,,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,9,1,,5,,0,One- my son helps me a lot,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,3,,2,,,3,1,1,1,,,1,,,,1,,1,,4,2,,1,,No,1,,2,
1.10005E+11,5226498,270167563,COLEOPY PARK,9/1/2020 13:52,2,0,0,2,3,2,3,2,0,2,3,3,,2,,2,,3,,2,,3,,2,,2,,3,1,1,2,1,3,0,0,2,1,1,1,1,3,0,,3,0,1,0,,0,Any request for repairs should be given attention at appropriate time,3,2,1,1,1,3,3,3,2,3,4,3,,,,,,,,1,At present can do it myself,2,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,6,6,,,1,,1,,,,,2,,1,,,,,,,,,,1,,,1,,,,,,3,,,,,,,,1,,,2,,4,3,3,0,4,3,0,0,8,2,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1, , ,1, , , , , , , , , , ,3,,4,,3,3,2,,,,,,,,,5,,0,1990,4,2,,1,,,1,,0,Under my door
1.10005E+11,5226568,270167563,COLEOPY PARK,9/1/2020 14:00,,,,,1,1,1,1,1,1,1,1,Having someone help with my decluttering and organizing,,,,,,,,,,,1,Having a locker key when I lost the one when changing locker locks because I do not want to bother them plus go into locker whenever I want #208 Coleopy park,3,Because of my cluttering i suffer from anxiety and depression and scared I will be evicted,3,3,0,3,0,4,0,3,0,3,0,,,4,0,1,2,5,5,5,5,,,6,2,2,2,2,2,2,2,2,4,5,4,1,1,1,,,,,,,1,,,,,1,,,,1,Food Stash,,,,,,,1,,,,,,,,,,,,6,3,,,,,1,,,,,1,,1,,,,,,,,,,2,,,1,,,,1,Laundry room,2,,,,,,,,1,,,2,,3,0,0,4,0,0,4,4,7,1,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,, , , ,1, , ,1, , , , , , , ,1,,0,family-Friends,5,3,2,,,,,,,,,1,,1,,4,3,,1,,Yes help with decluttering and organization help Plus key to my own locker I offered many times to pay but they keep saying No,1,,2,
1.10005E+11,5226725,270167563,COLEOPY PARK,9/1/2020 14:17,2,3,,2,3,3,3,3,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,4,2,1,2,1,2,1,4,0,,,1,1,4,0,1,2,5,5,5,5,,,2,2,2,2,2,2,2,2,2,3,3,3,,1,1,,,,,1,Carpet cleaning,1,,,,,,,1,,,,,,,1,,,1,,,,4,4,4,2,4,4,4,3,2,2,1,,,,,,,,,1,,1,,,,,,,,,,4,,,1,,,,,,2,,,,,,,1,,,,1,,5,4,4,4,5,3,4,4,7,1,,1,,1,,1,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,1,,2,,4,3,2,,,,,,,,,2,,0,1980,3,2,,1,,,1,,1,
1.10005E+11,5226782,270167563,COLEOPY PARK,9/1/2020 14:22,2,0,2,2,3,2,2,5,5,2,2,3,,1,,1,Need to use not lock it,2,,1,,1,,3,,2,,4,3,0,3,0,3,0,3,0,3,0,,,3,0,,2,0,0,0,0,,,5,2,1,1,2,1,2,2,2,,3,3,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,6,6,,,,,,,1,,,1,,3,1,,,,,,,,,4,,,1,,,,,,2,,,1,,,,,,,,2,,,,,,,,4,,7,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,, , , ,1, , , , , , , , , , ,3,,3,,3,3,1,1,,,,,,1,Power wheelchair,2,,0,1989,4,2,,1,,,1,,2,
1.10005E+11,5226863,270167545,ALICE SAUNDERS,9/1/2020 14:31,2,2,3,3,2,5,,,,1,2,1,,2,,2,,2,,2,,2,,2,,2,,1,,,,,5,0,5,0,,,5,0,5,0,2,2,5,5,5,5,5,Connection with residents,2,,,1,,,,,,3,4,2,,,1,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,,,,,2,,1,,,,,,,,,,1,,,1,,,,,,1,,,,,1,,,,,,1,,4,4,4,4,4,4,4,4,8,2,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1, , , , , , , , , , , , , ,3,,,,3,3,2,,,,,,,,,2,,0,1989,4,1,,1,,,1,,2,
1.10005E+11,5226938,270167545,ALICE SAUNDERS,9/1/2020 14:39,2,2,2,3,1,1,1,1,1,1,2,1,Window cleaning,2,,1,Seldom use in this building,2,,1,Close exterior doors/access,1,Re-seed grass-turf often,1,Outside garbage bin area,1,,2,3,0,3,0,,,,,,,3,0,,,2,1,5,5,3,2,5,To have a resident caretaker as use to be in the past,1,2,2,2,2,2,2,2,2,4,4,2,,,,,,,,1,I feel comfortable on the apt I rent for 23 years,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,2,1,,,,,,,,,3,,,1,,,,1,Hallways,1,,,,,,,,,1,Collect my mail if go away if find a good tenant,,,0,2,5,4,2,0,4,3,8,2,,1,,1,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,Jew, , , ,1, , , , , , , , , , ,4,,0,None,3,3,2,,,,,,,,,4,,0,1971,4,2,,0,Maple Ridge BC,Since this building is rezone to build a new one I want to come here same apt and rent,1,,2,
1.10005E+11,5264529,270167569,GLYNN MANOR,9/6/2020 20:37,2,2,2,3,1,1,1,1,1,1,1,1,Faster response to repair requests + more attention to cleanliness when doing repairs,2,,2,,1,Becaus of frequent vagrants our building exterior gets soiled frequently + not cleaned frequently enough,1,See above,1,Would be nice to have rooftop/patio garden or flower beds,,,2,No changes anticipated in near future (yet frustration with noise complaints both from neighbours proximal constructions in area,1,3,0,3,0,2,1,2,1,1,1,1,1,2,1,1,2,4,4,0,2,0,,1,2,2,2,2,2,2,2,2,1,3,3,,,,,,,,1,N/A I am lucky quite self-sufficient,1,,,,,,,1,,,,,,1,,,,,,,,2,4,4,4,4,2,4,4,3,1,,,1,,1,,,,,1,,3,,,,,1,,,,,2,,,1,,,,1,Hallways or entrance to building,3,1,,1,,1,,,,,,0,Sometimes entrance because sketchy people hangout there,3,5,2,2,2,4,3,3,5,1,,1,,1,,1,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,, , , , , , ,1, , , , , , , ,1,,3,,2,2,2,,,,,,,,,5,,0,1999,4,3,,1,,Thanks for wanting to gather input on our lives and well-being,1,,2,
1.10005E+11,5264570,270167569,GLYNN MANOR,9/6/2020 20:55,3,2,2,3,1,1,2,1,1,2,2,2,,1,Get storage locker in order,2,,1,Stairs from entrance level squeak,2,,2,,1,Problems with trash dumping,2,,1,3,0,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,0,0,5,,1,2,2,2,2,2,2,2,2,3,3,2,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,1,Relocation meeting,,,,,,,,,6,2,,,1,,,,,,,1,,3,1,,,,,,,1,I like to socialize outside my housing,4,,,1,,,,,,2,,,,,,,1,,,,0,Dumpster/recycling area when its dark,3,4,0,3,2,3,4,3,7,2,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , ,1, , ,1, , , , , , , ,1,,4,,2,3,2,,,,,,,,,6,,1,,4,7,,1,,Nope!,1,,2,
1.10005E+11,5264601,270167569,GLYNN MANOR,9/6/2020 21:05,2,3,2,2,1,1,1,1,1,2,3,2,,2,,1,Better signage to indicate availability,2,,2,,2,,1,Perhaps timers for laundry light switches (they are frequently left on),1,,1,1,1,3,0,4,0,3,0,2,1,2,1,4,0,1,3,5,3,3,4,5,,1,2,2,2,2,2,2,2,2,6,1,1,,,,,,,,1,Not currently issues for me,0,Wellness checks by phone,,,,,,1,,,,,,1,,,,,,,,5,5,5,5,5,5,5,5,3,2,,,,,,,,1,I am too new,1,,1,,,,,,,,,,1,,,1,,,,1,Lobby or amenity room,4,1,1,,,,,,,,,1,,4,4,1,5,3,3,5,5,8,2,,4,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , ,1, , , , , , , , , , ,1,,3,,3,3,1,1,,,,,,,,3,,1,,2,4,,1,,,1,,2,
1.10005E+11,5264646,270167569,GLYNN MANOR,9/6/2020 21:32,3,3,1,2,4,4,4,5,5,2,3,1,Assistance with cleaning major appliances like air conditioning Window washing air conditioning,1,More garbage disposal Improvements in decorating amenity rooms hallways patio,1,Better furniture computer fan,1,,1,often garbage is broken into by,1,Patios flowers cleaning,,,2,,4,1,1,2,1,5,0,1,1,3,0,1,1,1,1,1,3,1,1,3,1,1,,5,1,1,1,1,1,2,1,3,5,4,5,,1,1,,1,1,,,,0,/social,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,5,,,,,,,,1,Not aware of the programs that are there,1,,1,,,,,,,,,,2,,,1,1,,,1,Hallways,2,,,,,,,1,,,,0,The back alley way because there are often strange people hanging out there either to pilful through garbage,3,3,4,3,3,3,2,3,5,1,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,, , , ,1, ,1,1, , , , , , , ,1,,4,,4,3,3,,,,,,,,,7,,1,,4,2,,0,Richmond BC Canada,,0,It was underneath my door,2,
1.10005E+11,5264778,270167567,LIONS VIEW BLDG II,9/6/2020 22:59,2,2,2,2,1,3,3,2,2,2,2,1,4 floods on upper floors fear of mold,1,Better lock on unit doors,2,,2,,1,Better lock on unit doors The drop box in Lions View II is inadequate for this size survey envelope You can reach in & remove anything,2,,2,,2,,2,1,1,3,0,,,,,,,,,5,0,1,2,1,4,1,3,1,The main ____ are the handling of the rent reviews the rate letter is one source,2,2,1,2,2,2,2,2,2,4,4,3,,,1,,,1,,,,,,,,,,,1,,,,1,1,1,1,,,,,1,Health fair was excellent,5,3,4,3,4,3,3,3,2,2,,,,,,1,,,,0,Garden,2,1,,,,,,,,,1,,,,1,,,,,4,1,1,1,,1,1,,,,,0,Entrance doors often ajar,4,4,3,4,4,3,4,4,9,1,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , ,1, , , , , , , ,4,,0,Friend-Family,4,3,2,,,,,,,,,3,,1,,4,2,,1,,,1,,2,
1.10005E+11,5264788,270167567,LIONS VIEW BLDG II,9/6/2020 23:09,3,3,3,3,1,1,1,1,1,2,2,1,Change rug,,,,,,,,,1,Remove broken garden box,,,2,,2,,,3,0,,,,,,,,,,,2,3,4,4,4,4,,,1,2,2,2,2,2,2,2,2,3,3,1,,,,,,,,1,N/A,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,0,-,2,1,,,,,,,,,1,,1,,1,,,,,3,1,1,,,,,,,,,0,Open back door,,,,,,,,,8,1,,1,,0,2,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1, , , , , , , , , , , , , ,2,,0,Friends family children,4,3,1,1,,,,,,,,2,,0,-,3,3,,0,Burnaby,,1,,2,
